VehicleCode,PartNumber,BarCode,ManufacturerPartNumber,PositionId,PositionValue,Attributes
015.065.03.2013,1047883,PD-PAXL-3011,PAXL-3011,,,
015.065.03.2015,1047883,PD-PAXL-3011,PAXL-3011,,,
015.065.02.2013,1047883,PD-PAXL-3011,PAXL-3011,,,
015.065.02.2014,1047883,PD-PAXL-3011,PAXL-3011,,,
015.069.01.2018,1047883,PD-PAXL-3011,PAXL-3011,,,
015.069.01.2019,1047883,PD-PAXL-3011,PAXL-3011,,,
015.065.04.2016,1047883,PD-PAXL-3011,PAXL-3011,,,
015.065.05.2013,1047883,PD-PAXL-3011,PAXL-3011,,,
015.065.05.2016,1047883,PD-PAXL-3011,PAXL-3011,,,
015.073.02.2019,1047883,PD-PAXL-3011,PAXL-3011,,,
015.073.02.2020,1047883,PD-PAXL-3011,PAXL-3011,,,
015.073.02.2021,1047883,PD-PAXL-3011,PAXL-3011,,,
015.073.03.2023,1047883,PD-PAXL-3011,PAXL-3011,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
015.073.03.2024,1047883,PD-PAXL-3011,PAXL-3011,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
015.073.03.2025,1047883,PD-PAXL-3011,PAXL-3011,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
015.073.02.2022,1047883,PD-PAXL-3011,PAXL-3011,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
015.073.02.2023,1047883,PD-PAXL-3011,PAXL-3011,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
015.073.02.2024,1047883,PD-PAXL-3011,PAXL-3011,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
015.073.02.2025,1047883,PD-PAXL-3011,PAXL-3011,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
916.005.02.2010,1047884,PD-PAXL-14001,PAXL-14001,,,
916.005.02.2011,1047884,PD-PAXL-14001,PAXL-14001,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
916.005.02.2012,1047884,PD-PAXL-14001,PAXL-14001,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
916.005.03.2011,1047884,PD-PAXL-14001,PAXL-14001,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
916.005.03.2012,1047884,PD-PAXL-14001,PAXL-14001,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
916.005.04.2013,1047884,PD-PAXL-14001,PAXL-14001,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
916.005.04.2014,1047884,PD-PAXL-14001,PAXL-14001,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
916.010.01.2013,1047884,PD-PAXL-14001,PAXL-14001,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
916.010.01.2011,1047884,PD-PAXL-14001,PAXL-14001,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
916.010.01.2012,1047884,PD-PAXL-14001,PAXL-14001,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
916.017.01.2012,1047884,PD-PAXL-14001,PAXL-14001,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
916.017.01.2013,1047884,PD-PAXL-14001,PAXL-14001,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
916.017.01.2014,1047884,PD-PAXL-14001,PAXL-14001,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
916.010.01.2010,1047884,PD-PAXL-14001,PAXL-14001,,,
916.017.01.2015,1047884,PD-PAXL-14001,PAXL-14001,,,
916.017.01.2016,1047884,PD-PAXL-14001,PAXL-14001,,,
916.005.01.2009,1047884,PD-PAXL-14001,PAXL-14001,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
916.005.01.2010,1047884,PD-PAXL-14001,PAXL-14001,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.144.02.2013,1047886,PD-PAXL-1105,PAXL-1105,,,
049.144.02.2012,1047886,PD-PAXL-1105,PAXL-1105,,,
049.144.01.2011,1047886,PD-PAXL-1105,PAXL-1105,,,
049.144.01.2010,1047886,PD-PAXL-1105,PAXL-1105,,,
049.144.01.2009,1047886,PD-PAXL-1105,PAXL-1105,,,
049.144.01.2008,1047886,PD-PAXL-1105,PAXL-1105,,,
049.144.01.2007,1047886,PD-PAXL-1105,PAXL-1105,,,
049.144.01.2006,1047886,PD-PAXL-1105,PAXL-1105,,,
049.144.01.2005,1047886,PD-PAXL-1105,PAXL-1105,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.141.02.2012,1047886,PD-PAXL-1105,PAXL-1105,,,
049.141.02.2011,1047886,PD-PAXL-1105,PAXL-1105,,,
049.141.02.2010,1047886,PD-PAXL-1105,PAXL-1105,,,
049.141.02.2009,1047886,PD-PAXL-1105,PAXL-1105,,,
049.141.02.2008,1047886,PD-PAXL-1105,PAXL-1105,,,
049.141.02.2007,1047886,PD-PAXL-1105,PAXL-1105,,,
049.141.02.2006,1047886,PD-PAXL-1105,PAXL-1105,,,
049.141.02.2005,1047886,PD-PAXL-1105,PAXL-1105,,,
049.141.02.2004,1047886,PD-PAXL-1105,PAXL-1105,,,
049.141.02.2003,1047886,PD-PAXL-1105,PAXL-1105,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.145.01.2003,1047886,PD-PAXL-1105,PAXL-1105,,,
049.145.01.2002,1047886,PD-PAXL-1105,PAXL-1105,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.146.01.2004,1047886,PD-PAXL-1105,PAXL-1105,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.144.02.2014,1047886,PD-PAXL-1105,PAXL-1105,,,
049.141.02.2013,1047886,PD-PAXL-1105,PAXL-1105,,,
049.146.01.2005,1047886,PD-PAXL-1105,PAXL-1105,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.146.01.2006,1047886,PD-PAXL-1105,PAXL-1105,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.147.04.2018,1047887,PD-PAXL-1106,PAXL-1106,,,
049.147.05.2018,1047887,PD-PAXL-1106,PAXL-1106,,,
049.147.04.2016,1047887,PD-PAXL-1106,PAXL-1106,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.147.05.2016,1047887,PD-PAXL-1106,PAXL-1106,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.147.05.2015,1047887,PD-PAXL-1106,PAXL-1106,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.147.04.2015,1047887,PD-PAXL-1106,PAXL-1106,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.147.04.2014,1047887,PD-PAXL-1106,PAXL-1106,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.147.05.2014,1047887,PD-PAXL-1106,PAXL-1106,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.147.04.2013,1047887,PD-PAXL-1106,PAXL-1106,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.147.05.2013,1047887,PD-PAXL-1106,PAXL-1106,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.147.03.2012,1047887,PD-PAXL-1106,PAXL-1106,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.147.04.2012,1047887,PD-PAXL-1106,PAXL-1106,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.147.05.2012,1047887,PD-PAXL-1106,PAXL-1106,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.147.01.2007,1047887,PD-PAXL-1106,PAXL-1106,,,
049.147.01.2006,1047887,PD-PAXL-1106,PAXL-1106,,,
049.147.01.2005,1047887,PD-PAXL-1106,PAXL-1106,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.144.01.2006,1047887,PD-PAXL-1106,PAXL-1106,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.144.01.2007,1047887,PD-PAXL-1106,PAXL-1106,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.144.01.2008,1047887,PD-PAXL-1106,PAXL-1106,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.144.01.2009,1047887,PD-PAXL-1106,PAXL-1106,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.144.01.2010,1047887,PD-PAXL-1106,PAXL-1106,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.144.01.2011,1047887,PD-PAXL-1106,PAXL-1106,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.144.02.2012,1047887,PD-PAXL-1106,PAXL-1106,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.144.02.2013,1047887,PD-PAXL-1106,PAXL-1106,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
049.147.04.2019,1047887,PD-PAXL-1106,PAXL-1106,,,
049.147.04.2017,1047887,PD-PAXL-1106,PAXL-1106,,,
049.147.04.2020,1047887,PD-PAXL-1106,PAXL-1106,,,
049.147.04.2021,1047887,PD-PAXL-1106,PAXL-1106,,,
049.147.05.2017,1047887,PD-PAXL-1106,PAXL-1106,,,
049.147.05.2019,1047887,PD-PAXL-1106,PAXL-1106,,,
049.147.05.2020,1047887,PD-PAXL-1106,PAXL-1106,,,
049.147.05.2021,1047887,PD-PAXL-1106,PAXL-1106,,,
052.078.01.2005,1047889,PD-PAXL-21004,PAXL-21004,,,
052.078.01.2006,1047889,PD-PAXL-21004,PAXL-21004,,,
052.078.01.2007,1047889,PD-PAXL-21004,PAXL-21004,,,
052.078.01.2008,1047889,PD-PAXL-21004,PAXL-21004,,,
052.078.01.2009,1047889,PD-PAXL-21004,PAXL-21004,,,
052.078.01.2010,1047889,PD-PAXL-21004,PAXL-21004,,,
105.255.01.2007,1047890,PD-PAXL-1087,PAXL-1087,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.255.02.2007,1047890,PD-PAXL-1087,PAXL-1087,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.256.04.2006,1047890,PD-PAXL-1087,PAXL-1087,,,
105.256.02.2006,1047890,PD-PAXL-1087,PAXL-1087,,,
105.256.01.2006,1047890,PD-PAXL-1087,PAXL-1087,,,
105.256.01.2005,1047890,PD-PAXL-1087,PAXL-1087,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.256.02.2005,1047890,PD-PAXL-1087,PAXL-1087,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
105.256.01.2004,1047890,PD-PAXL-1087,PAXL-1087,,,
105.256.01.2003,1047890,PD-PAXL-1087,PAXL-1087,1280,Front left,"{""Position(33)"" = ""Front left(1280)""}"
005.024.01.2009,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.024.01.2010,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.019.08.2007,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.019.08.2008,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.019.05.2007,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.019.05.2008,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.024.01.2007,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.024.01.2008,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.019.08.2006,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.019.05.2006,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.023.01.2006,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.024.01.2006,1047912,PD-PAXL-1047,PAXL-1047,,,
005.026.01.2010,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.032.02.2009,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.032.04.2009,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.032.02.2008,1047912,PD-PAXL-1047,PAXL-1047,,,
005.032.04.2008,1047912,PD-PAXL-1047,PAXL-1047,,,
005.036.01.2008,1047912,PD-PAXL-1047,PAXL-1047,,,
005.032.02.2007,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.032.04.2007,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.035.01.2006,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.032.02.2006,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.032.04.2006,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.036.01.2006,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.042.04.2012,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.042.03.2012,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.042.01.2012,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.038.02.2012,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.038.01.2012,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.039.01.2010,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.039.02.2010,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.039.01.2009,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.044.01.2010,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.047.01.2009,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.048.01.2009,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.044.02.2008,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.048.01.2008,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.047.01.2007,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.048.01.2007,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.044.02.2007,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.046.01.2006,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.044.02.2006,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.061.02.2010,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.061.01.2010,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.050.01.2010,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.051.01.2010,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.051.02.2010,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.061.08.2010,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.061.02.2009,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.052.01.2009,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.051.01.2009,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.050.01.2009,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.049.02.2008,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.050.01.2008,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.051.01.2008,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.061.04.2008,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.049.02.2007,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.050.01.2007,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.049.02.2006,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.069.03.2010,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.069.01.2010,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.069.03.2009,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.069.01.2009,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.068.01.2010,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.068.01.2009,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.068.01.2008,1047912,PD-PAXL-1047,PAXL-1047,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
005.046.01.2003,1047912,PD-PAXL-1047,PAXL-1047,,,
005.046.01.2004,1047912,PD-PAXL-1047,PAXL-1047,,,
005.046.01.2005,1047912,PD-PAXL-1047,PAXL-1047,,,
005.047.01.2008,1047912,PD-PAXL-1047,PAXL-1047,,,
005.019.08.2003,1047912,PD-PAXL-1047,PAXL-1047,,,
005.019.08.2004,1047912,PD-PAXL-1047,PAXL-1047,,,
005.019.08.2005,1047912,PD-PAXL-1047,PAXL-1047,,,
005.036.01.2003,1047912,PD-PAXL-1047,PAXL-1047,,,
005.036.01.2004,1047912,PD-PAXL-1047,PAXL-1047,,,
005.036.01.2005,1047912,PD-PAXL-1047,PAXL-1047,,,
005.036.01.2007,1047912,PD-PAXL-1047,PAXL-1047,,,
005.036.01.2009,1047912,PD-PAXL-1047,PAXL-1047,,,
005.036.01.2010,1047912,PD-PAXL-1047,PAXL-1047,,,
005.036.01.2011,1047912,PD-PAXL-1047,PAXL-1047,,,
005.036.01.2012,1047912,PD-PAXL-1047,PAXL-1047,,,
005.036.01.2013,1047912,PD-PAXL-1047,PAXL-1047,,,
005.036.01.2014,1047912,PD-PAXL-1047,PAXL-1047,,,
005.036.01.2015,1047912,PD-PAXL-1047,PAXL-1047,,,
005.038.01.2013,1047912,PD-PAXL-1047,PAXL-1047,,,
005.038.01.2014,1047912,PD-PAXL-1047,PAXL-1047,,,
005.039.01.2011,1047912,PD-PAXL-1047,PAXL-1047,,,
005.039.01.2012,1047912,PD-PAXL-1047,PAXL-1047,,,
005.039.01.2013,1047912,PD-PAXL-1047,PAXL-1047,,,
005.039.01.2014,1047912,PD-PAXL-1047,PAXL-1047,,,
005.039.02.2011,1047912,PD-PAXL-1047,PAXL-1047,,,
005.050.01.2011,1047912,PD-PAXL-1047,PAXL-1047,,,
005.050.01.2014,1047912,PD-PAXL-1047,PAXL-1047,,,
005.050.01.2015,1047912,PD-PAXL-1047,PAXL-1047,,,
005.019.05.2002,1047912,PD-PAXL-1047,PAXL-1047,,,
005.019.05.2003,1047912,PD-PAXL-1047,PAXL-1047,,,
005.019.05.2004,1047912,PD-PAXL-1047,PAXL-1047,,,
005.019.05.2005,1047912,PD-PAXL-1047,PAXL-1047,,,
005.061.01.2011,1047912,PD-PAXL-1047,PAXL-1047,,,
005.069.01.2011,1047912,PD-PAXL-1047,PAXL-1047,,,
005.069.01.2012,1047912,PD-PAXL-1047,PAXL-1047,,,
005.023.01.2003,1047912,PD-PAXL-1047,PAXL-1047,,,
005.023.01.2004,1047912,PD-PAXL-1047,PAXL-1047,,,
005.023.01.2005,1047912,PD-PAXL-1047,PAXL-1047,,,
005.051.01.2011,1047912,PD-PAXL-1047,PAXL-1047,,,
005.051.02.2011,1047912,PD-PAXL-1047,PAXL-1047,,,
005.069.03.2012,1047912,PD-PAXL-1047,PAXL-1047,,,
005.044.02.2005,1047912,PD-PAXL-1047,PAXL-1047,,,
005.052.01.2010,1047912,PD-PAXL-1047,PAXL-1047,,,
005.052.01.2011,1047912,PD-PAXL-1047,PAXL-1047,,,
005.052.01.2012,1047912,PD-PAXL-1047,PAXL-1047,,,
005.061.02.2011,1047912,PD-PAXL-1047,PAXL-1047,,,
005.024.01.2011,1047912,PD-PAXL-1047,PAXL-1047,,,
005.024.01.2012,1047912,PD-PAXL-1047,PAXL-1047,,,
005.024.01.2013,1047912,PD-PAXL-1047,PAXL-1047,,,
005.024.01.2014,1047912,PD-PAXL-1047,PAXL-1047,,,
005.044.01.2012,1047912,PD-PAXL-1047,PAXL-1047,,,
005.035.01.2002,1047912,PD-PAXL-1047,PAXL-1047,,,
005.035.01.2003,1047912,PD-PAXL-1047,PAXL-1047,,,
005.035.01.2004,1047912,PD-PAXL-1047,PAXL-1047,,,
005.035.01.2005,1047912,PD-PAXL-1047,PAXL-1047,,,
005.061.08.2011,1047912,PD-PAXL-1047,PAXL-1047,,,
005.032.02.2002,1047912,PD-PAXL-1047,PAXL-1047,,,
005.032.02.2003,1047912,PD-PAXL-1047,PAXL-1047,,,
005.032.02.2004,1047912,PD-PAXL-1047,PAXL-1047,,,
005.032.02.2005,1047912,PD-PAXL-1047,PAXL-1047,,,
005.032.04.2003,1047912,PD-PAXL-1047,PAXL-1047,,,
005.032.04.2004,1047912,PD-PAXL-1047,PAXL-1047,,,
005.032.04.2005,1047912,PD-PAXL-1047,PAXL-1047,,,
005.024.01.2011,1047914,PD-PAXL-1146,PAXL-1146,1303,Rear left,"{""Position(33)"" = ""Rear left(1303)""}"
