VehicleCode,PartNumber,BarCode,ManufacturerPartNumber,PositionId,PositionValue,Attributes
049.104.01.2021,1044508,359310,MSB-421,126,Front,"{""Position(33)"" = ""Front(126)""}"
049.104.01.2020,1044508,359310,MSB-421,,,
049.008.10.1987,1044397,359332,RCD-406,,,
049.021.01.1990,1044397,359332,RCD-406,,,
049.025.01.1991,1044397,359332,RCD-406,,,
049.025.01.1992,1044397,359332,RCD-406,,,
049.025.01.1993,1044397,359332,RCD-406,,,
049.033.01.1990,1044397,359332,RCD-406,,,
049.050.01.1987,1044397,359332,RCD-406,,,
049.050.01.1988,1044397,359332,RCD-406,,,
049.050.01.1989,1044397,359332,RCD-406,,,
049.050.01.1990,1044397,359332,RCD-406,,,
049.050.01.1991,1044397,359332,RCD-406,,,
049.050.01.1992,1044397,359332,RCD-406,,,
049.050.02.1988,1044397,359332,RCD-406,,,
049.050.02.1989,1044397,359332,RCD-406,,,
049.050.02.1990,1044397,359332,RCD-406,,,
049.050.02.1991,1044397,359332,RCD-406,,,
049.050.02.1992,1044397,359332,RCD-406,,,
049.050.02.1993,1044397,359332,RCD-406,,,
049.053.01.1988,1044397,359332,RCD-406,,,
049.053.01.1989,1044397,359332,RCD-406,,,
049.053.01.1990,1044397,359332,RCD-406,,,
049.053.01.1991,1044397,359332,RCD-406,,,
049.054.01.1985,1044397,359332,RCD-406,,,
049.054.01.1986,1044397,359332,RCD-406,,,
049.054.01.1987,1044397,359332,RCD-406,,,
049.025.01.1995,1044397,359332,RCD-406,,,
049.025.01.1994,1044397,359332,RCD-406,,,
049.054.01.1989,1044397,359332,RCD-406,,,
049.054.01.1988,1044397,359332,RCD-406,,,
049.054.02.1988,1044397,359332,RCD-406,,,
049.054.02.1989,1044397,359332,RCD-406,,,
049.053.01.1992,1044397,359332,RCD-406,,,
049.053.01.1993,1044397,359332,RCD-406,,,
049.053.01.1995,1044397,359332,RCD-406,,,
049.053.01.1994,1044397,359332,RCD-406,,,
049.053.01.1996,1044397,359332,RCD-406,,,
049.053.01.1997,1044397,359332,RCD-406,,,
049.008.10.1989,1044397,359332,RCD-406,,,
049.008.10.1988,1044397,359332,RCD-406,,,
049.008.10.1986,1044397,359332,RCD-406,,,
049.008.10.1985,1044397,359332,RCD-406,,,
105.078.01.2010,1044793,8000000055231,100-0050860,,,
105.078.01.2012,1044793,8000000055231,100-0050860,,,
105.078.01.2011,1044793,8000000055231,100-0050860,,,
105.078.01.2013,1044793,8000000055231,100-0050860,,,
105.078.02.2014,1044793,8000000055231,100-0050860,,,
105.078.02.2015,1044793,8000000055231,100-0050860,,,
105.078.02.2016,1044793,8000000055231,100-0050860,,,
105.078.03.2018,1044793,8000000055231,100-0050860,,,
105.078.03.2017,1044793,8000000055231,100-0050860,,,
105.078.03.2019,1044793,8000000055231,100-0050860,,,
105.078.04.2014,1044793,8000000055231,100-0050860,,,
105.078.04.2015,1044793,8000000055231,100-0050860,,,
105.078.04.2016,1044793,8000000055231,100-0050860,,,
105.078.05.2017,1044793,8000000055231,100-0050860,,,
105.078.05.2018,1044793,8000000055231,100-0050860,,,
105.078.06.2018,1044793,8000000055231,100-0050860,,,
105.078.05.2019,1044793,8000000055231,100-0050860,,,
105.078.06.2019,1044793,8000000055231,100-0050860,,,
970.023.04.2007,1050212,3661706640135,425,,,
970.023.04.2008,1050212,3661706640135,425,,,
970.023.04.2009,1050212,3661706640135,425,,,
970.023.04.2010,1050212,3661706640135,425,,,
970.024.01.2009,1050212,3661706640135,425,,,
970.024.01.2010,1050212,3661706640135,425,,,
970.024.01.2011,1050212,3661706640135,425,,,
105.324.01.1980,1050212,3661706640135,425,,,
970.023.04.2006,1050212,3661706640135,425,,,
970.023.04.2011,1050212,3661706640135,425,,,
970.023.04.2012,1050212,3661706640135,425,,,
970.024.01.2008,1050212,3661706640135,425,,,
009.089.01.2020,1052045,890421,L35-135,,,
009.089.01.2021,1052045,890421,L35-135,,,
009.089.01.2022,1052045,890421,L35-135,,,
009.089.01.2023,1052045,890421,L35-135,,,
009.089.02.2020,1052045,890421,L35-135,,,
009.089.02.2021,1052045,890421,L35-135,,,
009.089.02.2022,1052045,890421,L35-135,,,
009.089.02.2023,1052045,890421,L35-135,,,
009.089.01.2020,1052052,320100,L35-275,,,
009.089.01.2019,1052052,320100,L35-275,,,
009.089.01.2021,1052052,320100,L35-275,,,
009.089.01.2022,1052052,320100,L35-275,,,
009.089.01.2023,1052052,320100,L35-275,,,
009.089.02.2020,1052052,320100,L35-275,,,
009.089.02.2021,1052052,320100,L35-275,,,
009.089.02.2022,1052052,320100,L35-275,,,
009.089.02.2023,1052052,320100,L35-275,,,
091.091.01.1990,1052885,3661706311462,90,,,
105.203.01.1991,1052885,3661706311462,90,,,
105.202.01.1990,1052885,3661706311462,90,,,
105.202.01.1991,1052885,3661706311462,90,,,
105.202.01.1992,1052885,3661706311462,90,,,
105.202.01.1993,1052885,3661706311462,90,,,
105.202.01.1994,1052885,3661706311462,90,,,
105.140.01.2000,1052885,3661706311462,90,,,
105.140.01.2001,1052885,3661706311462,90,,,
105.140.01.2002,1052885,3661706311462,90,,,
105.140.01.2003,1052885,3661706311462,90,,,
105.140.01.2004,1052885,3661706311462,90,,,
105.140.01.2005,1052885,3661706311462,90,,,
105.140.01.2006,1052885,3661706311462,90,,,
105.140.01.2007,1052885,3661706311462,90,,,
105.140.02.2003,1052885,3661706311462,90,,,
105.140.02.2004,1052885,3661706311462,90,,,
105.140.02.2005,1052885,3661706311462,90,,,
105.140.02.2006,1052885,3661706311462,90,,,
105.140.02.2007,1052885,3661706311462,90,,,
105.265.01.2009,1052885,3661706311462,90,,,
105.265.01.2010,1052885,3661706311462,90,,,
105.265.01.2011,1052885,3661706311462,90,,,
105.265.01.2012,1052885,3661706311462,90,,,
105.265.01.2013,1052885,3661706311462,90,,,
105.144.01.1990,1052885,3661706311462,90,,,
105.344.01.2020,1054868,61500089,2BI09000550004,,,
105.344.01.2021,1054868,61500089,2BI09000550004,,,
105.344.01.2019,1054868,61500089,2BI09000550004,,,
105.344.01.2020,1054855,6090009803,2BI197055A0007,,,
105.344.01.2021,1054855,6090009803,2BI197055A0007,,,
105.344.01.2019,1054855,6090009803,2BI197055A0007,,,
105.344.01.2022,1054855,6090009803,2BI197055A0007,,,
105.344.02.2022,1054855,6090009803,2BI197055A0007,,,
105.344.01.2023,1054855,6090009803,2BI197055A0007,,,
105.344.02.2023,1054855,6090009803,2BI197055A0007,,,
105.344.04.2023,1054855,6090009803,2BI197055A0007,,,
105.344.05.2023,1054855,6090009803,2BI197055A0007,,,
105.344.01.2024,1054855,6090009803,2BI197055A0007,,,
105.344.04.2024,1054855,6090009803,2BI197055A0007,,,
105.344.05.2024,1054855,6090009803,2BI197055A0007,,,
105.344.02.2024,1054855,6090009803,2BI197055A0007,,,
091.087.01.2008,1054798,441269,2BI12500020004,,,
091.087.01.2009,1054798,441269,2BI12500020004,,,
091.087.01.2010,1054798,441269,2BI12500020004,,,
091.087.01.2011,1054798,441269,2BI12500020004,,,
038.068.04.2016,1054820,443696,2BI197024A0004,,,
038.068.05.2017,1054820,443696,2BI197024A0004,,,
038.068.05.2018,1054820,443696,2BI197024A0004,,,
038.068.07.2018,1054820,443696,2BI197024A0004,,,
911.041.01.1992,1060049,8430525017191,M435,,,
911.041.01.1993,1060049,8430525017191,M435,,,
911.041.01.1994,1060049,8430525017191,M435,,,
911.041.01.1995,1060049,8430525017191,M435,,,
911.041.01.1996,1060049,8430525017191,M435,,,
911.041.01.1997,1060049,8430525017191,M435,,,
911.041.01.1998,1060049,8430525017191,M435,,,
911.041.01.1999,1060049,8430525017191,M435,,,
911.041.01.2000,1060049,8430525017191,M435,,,
911.041.01.2001,1060049,8430525017191,M435,,,
911.041.01.1989,1060049,8430525017191,M435,,,
911.041.01.1990,1060049,8430525017191,M435,,,
911.041.01.1991,1060049,8430525017191,M435,,,
911.041.01.2002,1060049,8430525017191,M435,,,
911.041.01.2003,1060049,8430525017191,M435,,,
911.041.01.2004,1060049,8430525017191,M435,,,
928.006.01.1999,1060049,8430525017191,M435,,,
928.006.01.2000,1060049,8430525017191,M435,,,
928.006.01.2001,1060049,8430525017191,M435,,,
928.012.01.1996,1060049,8430525017191,M435,,,
928.012.01.1997,1060049,8430525017191,M435,,,
928.012.01.1998,1060049,8430525017191,M435,,,
928.021.01.2001,1060049,8430525017191,M435,,,
928.021.01.2002,1060049,8430525017191,M435,,,
928.021.01.2003,1060049,8430525017191,M435,,,
928.006.01.2002,1060049,8430525017191,M435,,,
928.006.01.2003,1060049,8430525017191,M435,,,
009.098.01.1994,1060049,8430525017191,M435,,,
009.098.01.1995,1060049,8430525017191,M435,,,
009.098.01.1996,1060049,8430525017191,M435,,,
038.394.01.1979,1060256,322047,208-012,,,
038.394.01.1980,1060256,322047,208-012,,,
038.394.01.1981,1060256,322047,208-012,,,
038.394.01.1982,1060256,322047,208-012,,,
038.394.01.1983,1060256,322047,208-012,,,
038.394.01.1984,1060256,322047,208-012,,,
038.394.01.1985,1060256,322047,208-012,,,
038.394.01.1986,1060256,322047,208-012,,,
038.394.01.1987,1060256,322047,208-012,,,
038.394.01.1988,1060256,322047,208-012,,,
009.089.01.2020,1060281,893561,L27-004O1,,,
009.089.01.2021,1060281,893561,L27-004O1,,,
009.089.01.2022,1060281,893561,L27-004O1,,,
009.089.02.2020,1060281,893561,L27-004O1,,,
009.089.02.2021,1060281,893561,L27-004O1,,,
009.089.02.2022,1060281,893561,L27-004O1,,,
009.089.02.2023,1060281,893561,L27-004O1,,,
009.089.01.2024,1060281,893561,L27-004O1,,,
009.089.01.2020,1060283,893556,L27-004R1,,,
009.089.01.2021,1060283,893556,L27-004R1,,,
009.089.01.2022,1060283,893556,L27-004R1,,,
009.089.02.2020,1060283,893556,L27-004R1,,,
009.089.02.2021,1060283,893556,L27-004R1,,,
009.089.02.2022,1060283,893556,L27-004R1,,,
009.089.02.2023,1060283,893556,L27-004R1,,,
009.089.01.2024,1060283,893556,L27-004R1,,,
970.013.01.2009,1064002,871139,S11-50350P,,,
970.013.01.2010,1064002,871139,S11-50350P,,,
970.013.01.2011,1064002,871139,S11-50350P,,,
970.008.01.2009,1064002,871139,S11-50350P,,,
970.008.01.2010,1064002,871139,S11-50350P,,,
970.008.01.2011,1064002,871139,S11-50350P,,,
970.008.01.2012,1064002,871139,S11-50350P,,,
970.008.01.2013,1064002,871139,S11-50350P,,,
970.008.01.2014,1064002,871139,S11-50350P,,,
970.012.01.2004,1064002,871139,S11-50350P,,,
970.012.01.2005,1064002,871139,S11-50350P,,,
970.013.01.2007,1064002,871139,S11-50350P,,,
970.013.01.2008,1064002,871139,S11-50350P,,,
052.001.09.2006,1064002,871139,S11-50350P,,,
052.001.04.2007,1064002,871139,S11-50350P,,,
052.001.10.2007,1064002,871139,S11-50350P,,,
052.001.04.2008,1064002,871139,S11-50350P,,,
052.001.10.2008,1064002,871139,S11-50350P,,,
052.001.15.2009,1064002,871139,S11-50350P,,,
052.007.01.1999,1064002,871139,S11-50350P,,,
052.007.01.2000,1064002,871139,S11-50350P,,,
052.007.01.2001,1064002,871139,S11-50350P,,,
052.007.01.2002,1064002,871139,S11-50350P,,,
052.007.02.2003,1064002,871139,S11-50350P,,,
052.007.02.2004,1064002,871139,S11-50350P,,,
052.008.01.1998,1064002,871139,S11-50350P,,,
052.008.01.1999,1064002,871139,S11-50350P,,,
052.008.01.2000,1064002,871139,S11-50350P,,,
052.012.01.2009,1064002,871139,S11-50350P,,,
052.012.02.2009,1064002,871139,S11-50350P,,,
052.012.03.2018,1064002,871139,S11-50350P,,,
052.013.01.2000,1064002,871139,S11-50350P,,,
052.013.01.2001,1064002,871139,S11-50350P,,,
052.013.01.2002,1064002,871139,S11-50350P,,,
052.013.01.2003,1064002,871139,S11-50350P,,,
052.013.01.2004,1064002,871139,S11-50350P,,,
052.013.03.2005,1064002,871139,S11-50350P,,,
052.013.03.2006,1064002,871139,S11-50350P,,,
052.013.03.2007,1064002,871139,S11-50350P,,,
052.013.03.2008,1064002,871139,S11-50350P,,,
052.014.01.2008,1064002,871139,S11-50350P,,,
052.014.01.2009,1064002,871139,S11-50350P,,,
052.014.01.2010,1064002,871139,S11-50350P,,,
052.014.01.2011,1064002,871139,S11-50350P,,,
052.014.01.2012,1064002,871139,S11-50350P,,,
052.014.01.2013,1064002,871139,S11-50350P,,,
052.016.01.2009,1064002,871139,S11-50350P,,,
052.016.01.2010,1064002,871139,S11-50350P,,,
052.016.01.2011,1064002,871139,S11-50350P,,,
052.016.01.2012,1064002,871139,S11-50350P,,,
052.016.01.2013,1064002,871139,S11-50350P,,,
052.017.02.2003,1064002,871139,S11-50350P,,,
052.017.02.2004,1064002,871139,S11-50350P,,,
052.019.01.2004,1064002,871139,S11-50350P,,,
052.019.01.2005,1064002,871139,S11-50350P,,,
052.019.01.2006,1064002,871139,S11-50350P,,,
052.019.01.2007,1064002,871139,S11-50350P,,,
052.019.01.2008,1064002,871139,S11-50350P,,,
052.019.01.2009,1064002,871139,S11-50350P,,,
052.019.02.2004,1064002,871139,S11-50350P,,,
052.019.02.2005,1064002,871139,S11-50350P,,,
052.019.02.2006,1064002,871139,S11-50350P,,,
052.019.02.2007,1064002,871139,S11-50350P,,,
052.021.01.2006,1064002,871139,S11-50350P,,,
052.021.01.2007,1064002,871139,S11-50350P,,,
052.021.01.2008,1064002,871139,S11-50350P,,,
052.021.02.2011,1064002,871139,S11-50350P,,,
052.021.02.2012,1064002,871139,S11-50350P,,,
052.021.02.2013,1064002,871139,S11-50350P,,,
052.021.02.2014,1064002,871139,S11-50350P,,,
052.021.02.2015,1064002,871139,S11-50350P,,,
052.021.05.2009,1064002,871139,S11-50350P,,,
052.021.05.2010,1064002,871139,S11-50350P,,,
052.021.05.2011,1064002,871139,S11-50350P,,,
052.021.05.2012,1064002,871139,S11-50350P,,,
052.031.01.2009,1064002,871139,S11-50350P,,,
052.031.01.2010,1064002,871139,S11-50350P,,,
052.031.01.2011,1064002,871139,S11-50350P,,,
052.031.01.2012,1064002,871139,S11-50350P,,,
052.031.01.2013,1064002,871139,S11-50350P,,,
052.031.01.2014,1064002,871139,S11-50350P,,,
052.031.01.2015,1064002,871139,S11-50350P,,,
052.031.01.2016,1064002,871139,S11-50350P,,,
052.031.02.2017,1064002,871139,S11-50350P,,,
052.032.01.2000,1064002,871139,S11-50350P,,,
052.032.01.2001,1064002,871139,S11-50350P,,,
052.032.01.2002,1064002,871139,S11-50350P,,,
052.032.01.2003,1064002,871139,S11-50350P,,,
052.032.01.2004,1064002,871139,S11-50350P,,,
052.032.01.2005,1064002,871139,S11-50350P,,,
052.032.01.2006,1064002,871139,S11-50350P,,,
052.032.01.2007,1064002,871139,S11-50350P,,,
052.032.02.2002,1064002,871139,S11-50350P,,,
052.032.02.2003,1064002,871139,S11-50350P,,,
052.032.02.2004,1064002,871139,S11-50350P,,,
052.034.01.1999,1064002,871139,S11-50350P,,,
052.034.01.2000,1064002,871139,S11-50350P,,,
052.034.01.2001,1064002,871139,S11-50350P,,,
052.034.01.2002,1064002,871139,S11-50350P,,,
052.034.02.2003,1064002,871139,S11-50350P,,,
052.034.02.2004,1064002,871139,S11-50350P,,,
052.034.09.2005,1064002,871139,S11-50350P,,,
052.034.09.2006,1064002,871139,S11-50350P,,,
052.034.09.2007,1064002,871139,S11-50350P,,,
052.034.09.2008,1064002,871139,S11-50350P,,,
052.034.09.2009,1064002,871139,S11-50350P,,,
052.034.09.2010,1064002,871139,S11-50350P,,,
052.034.09.2011,1064002,871139,S11-50350P,,,
052.034.09.2012,1064002,871139,S11-50350P,,,
052.034.09.2013,1064002,871139,S11-50350P,,,
052.034.09.2014,1064002,871139,S11-50350P,,,
052.034.09.2015,1064002,871139,S11-50350P,,,
052.034.09.2016,1064002,871139,S11-50350P,,,
052.034.09.2017,1064002,871139,S11-50350P,,,
052.036.01.2008,1064002,871139,S11-50350P,,,
052.036.01.2009,1064002,871139,S11-50350P,,,
052.036.01.2010,1064002,871139,S11-50350P,,,
052.036.01.2011,1064002,871139,S11-50350P,,,
052.036.01.2012,1064002,871139,S11-50350P,,,
052.037.01.2000,1064002,871139,S11-50350P,,,
052.037.01.2001,1064002,871139,S11-50350P,,,
052.037.01.2002,1064002,871139,S11-50350P,,,
052.037.01.2003,1064002,871139,S11-50350P,,,
052.043.01.2000,1064002,871139,S11-50350P,,,
052.043.01.2001,1064002,871139,S11-50350P,,,
052.043.01.2002,1064002,871139,S11-50350P,,,
052.043.01.2003,1064002,871139,S11-50350P,,,
052.043.01.2004,1064002,871139,S11-50350P,,,
052.043.01.2005,1064002,871139,S11-50350P,,,
052.043.02.2006,1064002,871139,S11-50350P,,,
052.043.02.2007,1064002,871139,S11-50350P,,,
052.044.01.2017,1064002,871139,S11-50350P,,,
052.049.02.2009,1064002,871139,S11-50350P,,,
052.049.02.2010,1064002,871139,S11-50350P,,,
052.049.02.2011,1064002,871139,S11-50350P,,,
052.049.02.2012,1064002,871139,S11-50350P,,,
052.049.02.2013,1064002,871139,S11-50350P,,,
052.049.02.2014,1064002,871139,S11-50350P,,,
052.049.02.2015,1064002,871139,S11-50350P,,,
052.049.02.2016,1064002,871139,S11-50350P,,,
052.049.01.2011,1064002,871139,S11-50350P,,,
052.049.01.2012,1064002,871139,S11-50350P,,,
052.049.01.2013,1064002,871139,S11-50350P,,,
052.050.02.2005,1064002,871139,S11-50350P,,,
052.050.02.2006,1064002,871139,S11-50350P,,,
052.050.02.2007,1064002,871139,S11-50350P,,,
093.052.01.2004,1064002,871139,S11-50350P,,,
093.052.01.2005,1064002,871139,S11-50350P,,,
093.052.01.2006,1064002,871139,S11-50350P,,,
093.072.01.2006,1064002,871139,S11-50350P,,,
093.072.01.2007,1064002,871139,S11-50350P,,,
093.072.02.2007,1064002,871139,S11-50350P,,,
093.072.02.2008,1064002,871139,S11-50350P,,,
093.072.02.2009,1064002,871139,S11-50350P,,,
093.072.02.2010,1064002,871139,S11-50350P,,,
093.072.03.2010,1064002,871139,S11-50350P,,,
093.072.02.2011,1064002,871139,S11-50350P,,,
093.072.03.2011,1064002,871139,S11-50350P,,,
093.072.02.2012,1064002,871139,S11-50350P,,,
093.072.03.2012,1064002,871139,S11-50350P,,,
093.072.02.2013,1064002,871139,S11-50350P,,,
093.072.03.2013,1064002,871139,S11-50350P,,,
093.072.03.2014,1064002,871139,S11-50350P,,,
093.077.01.2004,1064002,871139,S11-50350P,,,
093.077.01.2005,1064002,871139,S11-50350P,,,
093.077.01.2006,1064002,871139,S11-50350P,,,
093.077.02.2006,1064002,871139,S11-50350P,,,
052.013.04.2006,1064002,871139,S11-50350P,,,
052.013.04.2007,1064002,871139,S11-50350P,,,
052.013.04.2008,1064002,871139,S11-50350P,,,
052.016.02.2009,1064002,871139,S11-50350P,,,
052.016.02.2010,1064002,871139,S11-50350P,,,
052.016.02.2011,1064002,871139,S11-50350P,,,
052.016.02.2012,1064002,871139,S11-50350P,,,
052.016.02.2013,1064002,871139,S11-50350P,,,
052.016.02.2014,1064002,871139,S11-50350P,,,
052.016.02.2015,1064002,871139,S11-50350P,,,
052.016.02.2016,1064002,871139,S11-50350P,,,
052.016.02.2017,1064002,871139,S11-50350P,,,
052.031.03.2012,1064002,871139,S11-50350P,,,
052.034.10.2007,1064002,871139,S11-50350P,,,
052.034.10.2008,1064002,871139,S11-50350P,,,
052.016.02.2019,1064002,871139,S11-50350P,,,
052.019.01.2013,1064002,871139,S11-50350P,,,
052.019.01.2016,1064002,871139,S11-50350P,,,
052.019.01.2019,1064002,871139,S11-50350P,,,
052.019.02.2009,1064002,871139,S11-50350P,,,
052.016.02.2008,1064002,871139,S11-50350P,,,
052.016.02.2020,1064002,871139,S11-50350P,,,
052.019.01.2010,1064002,871139,S11-50350P,,,
052.019.01.2011,1064002,871139,S11-50350P,,,
052.019.01.2014,1064002,871139,S11-50350P,,,
052.019.01.2015,1064002,871139,S11-50350P,,,
052.019.01.2017,1064002,871139,S11-50350P,,,
052.016.02.2007,1064002,871139,S11-50350P,,,
052.016.02.2018,1064002,871139,S11-50350P,,,
052.019.01.2012,1064002,871139,S11-50350P,,,
052.019.01.2018,1064002,871139,S11-50350P,,,
052.019.02.2008,1064002,871139,S11-50350P,,,
052.019.02.2010,1064002,871139,S11-50350P,,,
052.021.02.2019,1064002,871139,S11-50350P,,,
052.021.02.2017,1064002,871139,S11-50350P,,,
052.021.02.2016,1064002,871139,S11-50350P,,,
052.021.02.2018,1064002,871139,S11-50350P,,,
052.021.02.2020,1064002,871139,S11-50350P,,,
052.031.01.2017,1064002,871139,S11-50350P,,,
052.031.01.2018,1064002,871139,S11-50350P,,,
052.031.01.2019,1064002,871139,S11-50350P,,,
052.031.01.2020,1064002,871139,S11-50350P,,,
052.032.01.1999,1064002,871139,S11-50350P,,,
052.032.02.2001,1064002,871139,S11-50350P,,,
052.034.02.2005,1064002,871139,S11-50350P,,,
052.034.02.2006,1064002,871139,S11-50350P,,,
052.034.09.2019,1064002,871139,S11-50350P,,,
052.034.09.2018,1064002,871139,S11-50350P,,,
052.034.09.2020,1064002,871139,S11-50350P,,,
052.012.03.2020,1064002,871139,S11-50350P,,,
052.013.01.1999,1064002,871139,S11-50350P,,,
093.077.01.2007,1064002,871139,S11-50350P,,,
093.077.01.2011,1064002,871139,S11-50350P,,,
093.077.01.2008,1064002,871139,S11-50350P,,,
093.077.01.2010,1064002,871139,S11-50350P,,,
093.077.01.2009,1064002,871139,S11-50350P,,,
052.012.03.2021,1064002,871139,S11-50350P,,,
052.012.03.2022,1064002,871139,S11-50350P,,,
052.012.03.2023,1064002,871139,S11-50350P,,,
052.012.03.2024,1064002,871139,S11-50350P,,,
